Age,Hours per day,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Primary streaming service_Apple Music,Primary streaming service_I do not use a streaming service.,Primary streaming service_Other streaming service,Primary streaming service_Pandora,Primary streaming service_Spotify,Primary streaming service_YouTube Music,While working_No,While working_Yes,Instrumentalist_No,Instrumentalist_Yes,Composer_No,Composer_Yes,Fav genre_Classical,Fav genre_Country,Fav genre_EDM,Fav genre_Folk,Fav genre_Gospel,Fav genre_Hip hop,Fav genre_Jazz,Fav genre_K pop,Fav genre_Latin,Fav genre_Lofi,Fav genre_Metal,Fav genre_Pop,Fav genre_R&B,Fav genre_Rap,Fav genre_Rock,Fav genre_Video game music,Exploratory_No,Exploratory_Yes,Foreign languages_No,Foreign languages_Yes,Music effects_Improve,Music effects_No effect,Music effects_Worsen
-0.26821701106119517,0.13506407572677426,1.0221577830210091,1,1,1,3,0,2,1,1,0,1,1,3,1,2,3,1,0.5,0.6000000000000001,0.6000000000000001,0.1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.36148433478231806,-0.9068721918286897,-0.6710960034424346,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-0.1749496873400722,0.4823761649119289,0.46616400239122163,2,1,2,1,2,2,1,2,1,2,1,3,2,2,1,0,0.30000000000000004,0.2,0.1,0.1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0.10485228382329659,0.13506407572677426,-0.3172817794052971,0,0,1,0,0,2,0,1,1,0,0,3,0,1,0,0,0.6000000000000001,0.8,0.0,0.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0.5711889024289113,-1.080528236421267,0.9716128938728466,1,0,1,2,0,0,1,0,0,0,0,1,0,0,3,0,0.9,0.8,0.1,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.01158496010217365,0.13506407572677426,1.502334229928553,1,1,3,2,1,2,1,2,0,2,1,3,3,2,3,1,0.7000000000000001,0.2,0.8,0.6000000000000001,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0.29138693126554244,-0.5595601026435351,-0.5447337805720284,2,1,0,1,2,0,2,1,1,1,1,2,2,1,2,3,0.4,0.2,0.30000000000000004,0.4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
-0.1749496873400722,0.4823761649119289,0.7188884481320341,3,0,0,2,0,2,2,1,0,2,3,2,1,2,3,2,0.7000000000000001,0.6000000000000001,0.5,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1.5971294633612634,-1.1673562587175557,1.1485200058914153,3,1,0,1,0,1,2,0,1,0,0,3,2,0,2,2,0.30000000000000004,0.2,1.0,0.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
-0.26821701106119517,-0.21224801345838037,0.46616400239122163,3,0,3,0,0,3,2,2,1,2,0,2,3,3,1,2,0.6000000000000001,0.6000000000000001,0.8,0.2,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.1749496873400722,0.13506407572677426,-0.6205511142942721,1,0,0,0,0,3,1,0,0,0,3,2,2,3,3,3,0.1,0.0,0.8,0.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-0.26821701106119517,-0.9068721918286897,0.4156191132430591,0,2,1,3,0,1,0,0,1,1,1,1,1,2,2,2,0.7000000000000001,0.30000000000000004,0.1,0.5,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1.5038621396401406,-0.9068721918286897,0.7694333372801966,3,2,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0.8,0.9,0.30000000000000004,0.0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0.3846542549866654,-0.21224801345838037,0.33980177952081536,1,0,1,2,0,0,0,1,0,3,1,2,0,0,3,2,0.9,0.6000000000000001,0.4,0.30000000000000004,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.1749496873400722,0.4823761649119289,1.4012444516322278,0,0,1,1,0,3,1,0,1,1,3,2,1,3,3,0,0.7000000000000001,0.9,0.5,0.0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.08168236361894927,-0.21224801345838037,-0.2920093348312158,2,1,2,0,0,3,2,1,0,2,1,3,2,2,2,2,0.7000000000000001,0.4,0.2,0.4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
-0.26821701106119517,-0.5595601026435351,0.6683435589838717,0,1,3,0,0,1,0,0,1,1,3,2,2,2,3,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-0.36148433478231806,0.8296882540970836,1.7045137865212028,1,0,0,1,2,3,1,3,3,3,0,2,3,3,1,0,0.7000000000000001,0.8,0.7000000000000001,0.5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0.29138693126554244,-0.9068721918286897,0.9716128938728466,2,1,2,1,0,3,3,0,0,0,2,1,1,3,3,1,1.0,0.6000000000000001,0.30000000000000004,1.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.29138693126554244,2.9135607892080118,-0.14037466738672835,3,1,0,3,0,1,2,1,1,1,0,3,2,1,1,0,0.30000000000000004,0.7000000000000001,0.5,0.5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
0.1981196075444195,0.13506407572677426,0.6177986698357091,1,0,1,2,0,1,1,0,0,1,2,3,2,1,3,1,0.8,0.7000000000000001,0.4,0.30000000000000004,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.1749496873400722,0.8296882540970836,-0.2667368902571346,1,0,0,1,0,0,0,0,0,0,3,1,0,2,3,0,0.8,0.6000000000000001,0.2,1.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.29138693126554244,1.1770003432822382,-1.1765448949240596,1,3,0,3,3,2,1,0,1,0,2,2,1,1,1,2,0.6000000000000001,0.4,0.2,0.30000000000000004,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0.29138693126554244,-0.9068721918286897,-0.4183715577016221,2,2,2,1,0,1,2,1,1,3,0,2,3,1,2,3,0.7000000000000001,0.0,0.0,0.2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
-0.08168236361894927,-0.9068721918286897,1.4770617853544716,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1.0,0.1,0.0,0.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0.1981196075444195,-0.9068721918286897,0.16289466750224663,1,0,2,1,0,0,3,0,0,0,0,2,1,0,3,1,0.8,0.7000000000000001,0.0,0.5,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.454751658503441,-0.5595601026435351,1.3759720070581465,0,0,1,1,0,0,0,0,0,1,2,2,0,0,3,2,0.30000000000000004,0.2,0.6000000000000001,0.7000000000000001,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0.4779215787077883,-0.5595601026435351,1.729786231095284,1,1,1,2,0,1,0,1,0,1,3,2,0,1,3,3,0.5,0.5,0.30000000000000004,0.1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1.1307928447556488,0.4823761649119289,-0.2667368902571346,2,0,1,2,0,2,1,1,0,0,3,3,3,1,3,0,1.0,1.0,0.30000000000000004,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1.5038621396401406,0.8296882540970836,1.830876009391609,3,0,1,3,0,0,0,2,0,1,3,1,0,0,2,3,0.5,0.4,1.0,0.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0.3846542549866654,-0.21224801345838037,0.7188884481320341,2,2,0,1,0,0,1,0,1,0,3,3,0,0,3,0,0.0,0.0,0.8,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.85099087359228,0.13506407572677426,0.9716128938728466,1,2,1,0,1,3,1,1,1,1,0,2,2,2,2,0,0.8,0.8,0.5,1.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1.9701987582457552,-0.21224801345838037,0.7188884481320341,2,0,2,0,0,1,1,0,0,2,2,2,0,1,1,0,1.0,0.7000000000000001,0.8,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1.5038621396401406,-0.5595601026435351,0.6430711144097904,2,1,3,2,1,1,3,0,0,0,3,2,1,1,3,2,0.7000000000000001,0.30000000000000004,0.1,0.1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.08168236361894927,-0.21224801345838037,1.4770617853544716,1,2,2,1,0,2,1,0,2,2,2,2,3,3,3,1,0.8,0.7000000000000001,0.4,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
0.5711889024289113,-0.5595601026435351,1.6034240082248779,1,1,3,1,1,3,1,1,1,1,1,2,1,3,3,1,0.6000000000000001,0.30000000000000004,0.1,0.1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0.1981196075444195,-1.080528236421267,0.2892568903726529,2,0,0,0,0,3,1,0,1,0,0,2,2,3,0,0,0.7000000000000001,0.7000000000000001,0.0,0.1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-0.36148433478231806,0.4823761649119289,1.6539688973730402,2,1,0,0,1,1,3,3,1,0,0,3,1,3,2,0,0.7000000000000001,0.7000000000000001,0.8,0.4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.26821701106119517,0.4823761649119289,-0.1656471119608096,0,2,1,1,0,0,0,0,0,0,3,1,0,0,3,2,0.4,0.1,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.08168236361894927,2.2189366108377024,0.21343955665040912,0,1,3,0,0,2,0,3,0,0,0,1,3,1,0,0,0.7000000000000001,0.2,0.1,0.5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
-0.1749496873400722,-0.5595601026435351,1.224337339613659,2,1,3,0,1,1,1,0,0,2,0,3,1,2,1,3,0.9,0.0,0.5,1.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
-0.1749496873400722,0.13506407572677426,-0.2161920011089721,0,0,1,0,0,3,2,2,1,2,0,3,3,3,2,1,0.2,0.7000000000000001,0.1,0.1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
-0.08168236361894927,0.4823761649119289,-0.2920093348312158,1,0,0,1,0,2,3,0,3,1,2,1,2,1,3,1,1.0,0.8,0.7000000000000001,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.08168236361894927,-0.21224801345838037,0.4156191132430591,1,0,1,0,0,3,3,1,2,3,0,2,2,2,1,3,0.30000000000000004,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0.1981196075444195,-0.5595601026435351,0.6177986698357091,0,0,3,0,0,2,0,3,0,0,0,2,0,2,3,1,0.7000000000000001,0.8,0.5,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
-0.36148433478231806,-0.38590405805095773,0.03653244463184039,1,2,0,3,0,1,2,0,2,2,1,3,1,0,3,1,0.2,0.1,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
-0.08168236361894927,-0.21224801345838037,-0.6205511142942721,1,0,2,0,0,3,1,3,1,1,1,3,3,3,1,3,0.5,0.4,0.0,0.1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1.5971294633612634,-0.9068721918286897,0.33980177952081536,1,1,1,1,0,1,1,1,0,1,1,2,1,1,3,0,0.9,1.0,0.6000000000000001,1.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
-0.5480189822245639,1.1770003432822382,0.21343955665040912,1,0,3,0,0,0,3,0,2,0,0,2,0,0,3,3,0.2,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.5711889024289113,-0.9068721918286897,0.2892568903726529,1,2,0,2,0,3,3,0,0,0,3,3,3,3,3,0,0.30000000000000004,0.2,0.0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1.1307928447556488,-0.21224801345838037,1.4012444516322278,0,0,1,0,0,3,0,0,2,1,0,2,3,3,1,0,0.2,0.0,0.7000000000000001,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0.944258197313403,0.4823761649119289,1.4770617853544716,2,1,0,2,0,1,0,0,0,0,3,2,0,0,3,0,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
2.156733405688001,0.8296882540970836,0.18816711207632789,2,1,3,1,1,1,1,2,1,3,1,2,1,0,2,3,0.5,0.4,0.8,0.30000000000000004,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0.3846542549866654,0.13506407572677426,1.8561484539656903,3,1,1,0,0,1,1,0,0,0,2,3,1,0,3,1,0.4,0.6000000000000001,0.5,0.30000000000000004,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1.5038621396401406,-0.9068721918286897,0.21343955665040912,2,1,0,0,0,0,0,0,0,0,1,2,1,1,3,0,0.6000000000000001,0.2,0.30000000000000004,0.1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
-0.08168236361894927,0.13506407572677426,1.527606674502634,1,0,1,0,0,1,2,0,0,2,0,2,0,0,1,3,0.8,0.2,0.1,0.6000000000000001,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
0.1981196075444195,2.2189366108377024,2.2099626780028276,1,3,0,3,0,0,1,0,0,0,3,1,0,1,2,2,0.9,0.6000000000000001,0.0,0.6000000000000001,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0.01158496010217365,-0.21224801345838037,0.49143644696530286,1,2,3,0,0,2,0,1,0,2,0,2,0,2,2,1,0.0,0.30000000000000004,0.7000000000000001,0.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
